cryptopapasignals,2022-09-15,15:56:47,#AXSUSDT🔴SHORT  position 🔴Range: 14.15 - 12.80SIZE: 3% from deposit Target:1) 10.852) 8.753) 6.60Stop 15.12,"['AXSUSDT🔴SHORT', 'position', '🔴Range', '14.15', '-', '12.80SIZE', '3', 'deposit', 'Target1', '10.852', '8.753', '6.60Stop', '15.12']"
cryptopapasignals,2022-09-20,20:48:30,#LINKUSDT🔴SHORT  position 🔴Range:  7.10 - 6.90SIZE: 3% from deposit Target:1) 6.422) 6.003) 5.42Stop 7.43,"['LINKUSDT🔴SHORT', 'position', '🔴Range', '7.10', '-', '6.90SIZE', '3', 'deposit', 'Target1', '6.422', '6.003', '5.42Stop', '7.43']"
cryptopapasignals,2022-09-20,20:48:38,#BNBUSDT🔴SHORT  position 🔴Range:  290 - 265SIZE: 3% from deposit Target:1) 2262) 2053) 141Stop 311,"['BNBUSDT🔴SHORT', 'position', '🔴Range', '290', '-', '265SIZE', '3', 'deposit', 'Target1', '2262', '2053', '141Stop', '311']"
cryptopapasignals,2022-09-24,16:27:02,#ADAUSDT🔴SHORT  position 🔴Range: 0.4920 - 0.4500SIZE: 3% from deposit Target:1) 0.37302) 0.33503) 0.2965Stop: 0.5275,"['ADAUSDT🔴SHORT', 'position', '🔴Range', '0.4920', '-', '0.4500SIZE', '3', 'deposit', 'Target1', '0.37302', '0.33503', '0.2965Stop', '0.5275']"
cryptopapasignals,2022-09-27,09:33:14,#CKBUSDT🟢LONG  position 🟢Range: 0.00370 - 0.00400SIZE: 3% from deposit Target:1) 0.004602) 0.005253) 0.00595Stop: 0.00325,"['CKBUSDT🟢LONG', 'position', '🟢Range', '0.00370', '-', '0.00400SIZE', '3', 'deposit', 'Target1', '0.004602', '0.005253', '0.00595Stop', '0.00325']"
cryptopapasignals,2022-09-27,21:31:36,#CHZUSDT🔴SHORT  position 🔴Range: 0.2645 - 0.2420SIZE: 3% from deposit Target:1) 0.20452) 0.17603) 0.1330Stop: 0.2845,"['CHZUSDT🔴SHORT', 'position', '🔴Range', '0.2645', '-', '0.2420SIZE', '3', 'deposit', 'Target1', '0.20452', '0.17603', '0.1330Stop', '0.2845']"
cryptopapasignals,2022-10-01,08:02:34,#LINKUSDTTrade Type: long positionEntry zone: 7.00 - 7.80Amount: 3% from depositTarget:1) 9.002) 10.303) 11.55Stop: 6.49,"['LINKUSDTTrade', 'Type', 'long', 'positionEntry', 'zone', '7.00', '-', '7.80Amount', '3', 'depositTarget1', '9.002', '10.303', '11.55Stop', '6.49']"
cryptopapasignals,2022-10-01,08:02:39,#KARUSDT🟢LONG  position 🟢Range: 0.29 - 0.31SIZE: 3% from deposit Target:1) 0.3652) 0.4253) 0.620Stop: 0.249,"['KARUSDT🟢LONG', 'position', '🟢Range', '0.29', '-', '0.31SIZE', '3', 'deposit', 'Target1', '0.3652', '0.4253', '0.620Stop', '0.249']"
cryptopapasignals,2022-10-08,19:20:08,#BANDUSDT🟢LONG  position 🟢Range: 1.16 - 1.26SIZE: 3% from deposit Target:1) 1.412) 1.603) 1.78Stop 1.059,"['BANDUSDT🟢LONG', 'position', '🟢Range', '1.16', '-', '1.26SIZE', '3', 'deposit', 'Target1', '1.412', '1.603', '1.78Stop', '1.059']"
cryptopapasignals,2022-10-11,22:35:51,#EGLDUSDT🔴SHORT  position 🔴Range: 57.00 - 54.50SIZE: 3% from deposit Target:1) 51.302) 47.603) 43.70Stop: 58.70,"['EGLDUSDT🔴SHORT', 'position', '🔴Range', '57.00', '-', '54.50SIZE', '3', 'deposit', 'Target1', '51.302', '47.603', '43.70Stop', '58.70']"
