Wallstreetbets_trading,2022-09-15,08:15:15,#ORN good support zoneAnd DOOUBle bottom,"['ORN', 'good', 'support', 'zoneAnd', 'DOOUBle', 'bottom']"
Wallstreetbets_trading,2022-09-15,12:31:43,#RARE spot(BİNANCE)Buy zone: 876 - 942satsSEL-%10-%20-%33-%48+%66-℅90#RARE had a major 70% Correction within 14 dayswe could expect a %20-90% Rise from current support levelsits holding trendline support which is a good buy zonestoploss is must use below -7% from buy zone,"['RARE', 'spotBİNANCEBuy', 'zone', '876', '-', '942satsSEL-10-20-33-4866-℅90RARE', 'major', '70', 'Correction', 'within', '14', 'dayswe', 'could', 'expect', '20-90', 'Rise', 'current', 'support', 'levelsits', 'holding', 'trendline', 'support', 'good', 'buy', 'zonestoploss', 'must', 'use', '-7', 'buy', 'zone']"
Wallstreetbets_trading,2022-09-15,12:31:43,#RARE spot (BİNANCE)Buy zone: $1.79- 0.190-usdtSEL-%10-%20-$%33--$%45-%89#RARE had a major 90% Correction within 7 dayswe could expect a %20-90% Rise from current support levelsits holding trendline support which is a good buy zonestoploss is must use below -7%-11 from buy zone,"['RARE', 'spot', 'BİNANCEBuy', 'zone', '1.79-', '0.190-usdtSEL-10-20-33--45-89RARE', 'major', '90', 'Correction', 'within', '7', 'dayswe', 'could', 'expect', '20-90', 'Rise', 'current', 'support', 'levelsits', 'holding', 'trendline', 'support', 'good', 'buy', 'zonestoploss', 'must', 'use', '-7-11', 'buy', 'zone']"
Wallstreetbets_trading,2022-09-15,12:48:44,"👀In the #RNDR accumulation zoneIf it holds this area, a drastic upward move can be expected. 👀60% had moved from this region..now new luck","['👀In', 'RNDR', 'accumulation', 'zoneIf', 'hold', 'area', 'drastic', 'upward', 'move', 'expected.', '👀60', 'moved', 'region..now', 'new', 'luck']"
Wallstreetbets_trading,2022-09-15,15:11:48,#RARE Is Following The Same Path As #VIBBrokeOut Of 1000 sats Will Lead A Huge pump🚀🚀🚀#RARE Can Be Next #VIB,"['RARE', 'Is', 'Following', 'The', 'Same', 'Path', 'As', 'VIBBrokeOut', 'Of', '1000', 'sat', 'Will', 'Lead', 'A', 'Huge', 'pump🚀🚀🚀RARE', 'Can', 'Be', 'Next', 'VIB']"
Wallstreetbets_trading,2022-09-15,20:59:30,#STMX dip enteriesBuy 33-35Sel-39-44-55-66-77Free channel tomorrow,"['STMX', 'dip', 'enteriesBuy', '33-35Sel-39-44-55-66-77Free', 'channel', 'tomorrow']"
Wallstreetbets_trading,2022-09-15,21:55:06,#ORN 645 broken  Will go %100  always big horses from this region👀,"['ORN', '645', 'broken', 'Will', 'go', '100', 'always', 'big', 'horse', 'region👀']"
Wallstreetbets_trading,2022-09-15,22:09:40,Moving 👀,"['Moving', '👀']"
Wallstreetbets_trading,2022-09-15,22:17:13,#ORN 645 broken  Will go %100  always big horses from this region👀,"['ORN', '645', 'broken', 'Will', 'go', '100', 'always', 'big', 'horse', 'region👀']"
Wallstreetbets_trading,2022-09-16,05:09:56,#RNDR,['RNDR']
Wallstreetbets_trading,2022-09-16,05:12:14,#RNDR (BİNANCE) BUY AROUND 200-224SEL-266-300-330-400RNDR perfect👀,"['RNDR', 'BİNANCE', 'BUY', 'AROUND', '200-224SEL-266-300-330-400RNDR', 'perfect👀']"
Wallstreetbets_trading,2022-09-16,05:54:00,#STMX dip enteries  Buy 33-35  Sel-39-44-55-66-77  Free channel tomorrow,"['STMX', 'dip', 'enteries', 'Buy', '33-35', 'Sel-39-44-55-66-77', 'Free', 'channel', 'tomorrow']"
Wallstreetbets_trading,2022-09-16,11:58:36,#STX (BINANCE)BUY AROUND 0.330-0.350SEL--0.385--0.430-0.500-0.600Broke Out on Smaller Time Frame with Good Vol SpikeLooking Pretty Good at This Zone to BuyThe Current Support is Very Good for a Nice 10 - 62% Pushtime frame 1-5 daysSTOP is a Must Below - 7% of Buying Price,"['STX', 'BINANCEBUY', 'AROUND', '0.330-0.350SEL--0.385--0.430-0.500-0.600Broke', 'Out', 'Smaller', 'Time', 'Frame', 'Good', 'Vol', 'SpikeLooking', 'Pretty', 'Good', 'This', 'Zone', 'BuyThe', 'Current', 'Support', 'Very', 'Good', 'Nice', '10', '-', '62', 'Pushtime', 'frame', '1-5', 'daysSTOP', 'Must', 'Below', '-', '7', 'Buying', 'Price']"
Wallstreetbets_trading,2022-09-16,11:58:38,#STX (BINANCE)BUY AROUND 1659-1766SEL--1925--2200-+2400-2899Broke Out on Smaller Time Frame with Good Vol SpikeLooking Pretty Good at This Zone to BuyThe Current Support is Very Good for a Nice 10 - 62% Pushtime frame 1-5 daysSTOP is a Must Below - 7% of Buying Price,"['STX', 'BINANCEBUY', 'AROUND', '1659-1766SEL--1925--2200-2400-2899Broke', 'Out', 'Smaller', 'Time', 'Frame', 'Good', 'Vol', 'SpikeLooking', 'Pretty', 'Good', 'This', 'Zone', 'BuyThe', 'Current', 'Support', 'Very', 'Good', 'Nice', '10', '-', '62', 'Pushtime', 'frame', '1-5', 'daysSTOP', 'Must', 'Below', '-', '7', 'Buying', 'Price']"
